"time","anomaly"
1712,0.422322097724655
1713,0.443466809378119
1714,0.468073762295008
1715,0.487043024841664
1716,0.502886605508679
1717,0.515886971765952
1718,0.526595261713725
1719,0.535408263780578
1720,0.542662736219482
1721,0.548634062996266
1722,0.553549244038263
1723,0.557595071912354
1724,0.560925311340665
1725,0.563666528722535
1726,0.565922904889195
1727,0.567780194069718
1728,0.5693089830873
1729,0.570567374017665
1730,0.57160319237813
1731,0.572455804749991
1732,0.573157614917099
1733,0.573735295381179
1734,0.574210801058098
1735,0.574602203680899
1736,0.57492437862133
1737,0.575189570232716
1738,0.575407857200212
1739,0.57558753558419
1740,0.575735434114456
1741,0.575857173718135
1742,0.575957381144652
1743,0.576039864806713
1744,0.576107759520144
1745,0.576163645643488
1746,0.576209647145292
1747,0.576247512326158
1748,0.576278680263416
1749,0.576304335503683
1750,0.576325453081909
1751,0.576342835577862
1752,0.576357143618412
1753,0.576368920984846
1754,0.576378615279437
1755,0.576386594936702
1756,0.57639316322586
1757,0.576398569776672
1758,0.576403020066692
1759,0.5764066832305
1760,0.576409698487712
1761,0.576412180434067
1762,0.576414223396665
1763,0.576415905018899
1764,0.576417289211318
1765,0.576418428580561
1766,0.576419366428692
1767,0.576420138398903
1768,0.576420773830151
1769,0.576421296872186
1770,0.576421727403375
1771,0.576422081786182
1772,0.57642237348903
1773,0.576422613598171
1774,0.576422811239024
1775,0.576422973922988
1776,0.576423107832914
1777,0.576423218058089
1778,0.576423308787652
1779,0.576423383469808
1780,0.576423444942874
1781,0.576423495543151
1782,0.576423537193718
1783,0.576423571477518
1784,0.576423599697516
1785,0.576423622926221
1786,0.576423642046447
1787,0.576423657784864
1788,0.576423670739615
1789,0.576423681403049
1790,0.576423690180434
1791,0.576423697405355
1792,0.5764237033524
1793,0.576423708247586
1794,0.576423712276956
1795,0.576423715593649
1796,0.576423718323716
1797,0.576423720570914
1798,0.576423722420648
1799,0.576423723943218
1800,0.576423725196491
1801,0.576423726228095
1802,0.57642372707724
1803,0.576423727776195
1804,0.576423728351526
1805,0.576423728825097
1806,0.576423729214907
1807,0.576423729535772
1808,0.576423729799885
1809,0.576423730017284
1810,0.576423730196231
1811,0.576423730343528
1812,0.576423730464773
1813,0.576423730564572
1814,0.576423730646721
1815,0.576423730714339
1816,0.576423730769998
1817,0.576423730815812
1818,0.576423730853523
1819,0.576423730884565
1820,0.576423730910116
1821,0.576423730931147
1822,0.576423730948459
1823,0.576423730962709
1824,0.576423730974438
1825,0.576423730984093
1826,0.57642373099204
1827,0.576423730998582
1828,0.576423731003967
1829,0.576423731008399
1830,0.576423731012047
1831,0.57642373101505
1832,0.576423731017522
1833,0.576423731019557
1834,0.576423731021231
1835,0.57642373102261
1836,0.576423731023745
1837,0.576423731024679
1838,0.576423731025448
1839,0.57642373102608
1840,0.576423731026601
1841,0.57642373102703
1842,0.576423731027383
1843,0.576423731027674
1844,0.576423731027913
1845,0.57642373102811
1846,0.576423731028272
1847,0.576423731028405
1848,0.576423731028515
1849,0.576423731028605
1850,0.576423731028679
1851,0.576423731028741
1852,0.576423731028791
1853,0.576423731028833
1854,0.576423731028867
1855,0.576423731028895
1856,0.576423731028918
1857,0.576423731028937
1858,0.576423731028953
1859,0.576423731028966
1860,0.576423731028976
1861,0.576423731028985
1862,0.576423731028992
1863,0.576423731028998
1864,0.576423731029003
1865,0.576423731029007
1866,0.57642373102901
1867,0.576423731029013
1868,0.576423731029015
1869,0.576423731029017
1870,0.576423731029019
1871,0.57642373102902
1872,0.576423731029021
1873,0.576423731029022
1874,0.576423731029022
1875,0.576423731029023
1876,0.576423731029023
1877,0.576423731029024
1878,0.576423731029024
1879,0.576423731029024
1880,0.576423731029025
1881,0.576423731029025
1882,0.576423731029025
1883,0.576423731029025
1884,0.576423731029025
1885,0.576423731029025
1886,0.576423731029025
1887,0.576423731029025
1888,0.576423731029025
1889,0.576423731029025
1890,0.576423731029025
1891,0.576423731029025
1892,0.576423731029025
1893,0.576423731029025
1894,0.576423731029025
1895,0.576423731029025
1896,0.576423731029025
1897,0.576423731029025
1898,0.576423731029025
1899,0.576423731029025
1900,0.576423731029025
1901,0.576423731029025
1902,0.576423731029025
1903,0.576423731029025
1904,0.576423731029025
1905,0.576423731029025
1906,0.576423731029025
1907,0.576423731029025
1908,0.576423731029025
1909,0.576423731029025
1910,0.576423731029025
1911,0.576423731029025
1912,0.576423731029025
1913,0.576423731029025
1914,0.576423731029025
1915,0.576423731029025
1916,0.576423731029025
1917,0.576423731029025
1918,0.576423731029025
1919,0.576423731029025
1920,0.576423731029025
1921,0.576423731029025
1922,0.576423731029025
1923,0.576423731029025
1924,0.576423731029025
1925,0.576423731029025
1926,0.576423731029025
1927,0.576423731029025
1928,0.576423731029025
1929,0.576423731029025
1930,0.576423731029025
1931,0.576423731029025
1932,0.576423731029025
1933,0.576423731029025
1934,0.576423731029025
1935,0.576423731029025
1936,0.576423731029025
1937,0.576423731029025
1938,0.576423731029025
1939,0.576423731029025
1940,0.576423731029025
1941,0.576423731029025
1942,0.576423731029025
1943,0.576423731029025
1944,0.576423731029025
1945,0.576423731029025
1946,0.576423731029025
1947,0.576423731029025
1948,0.576423731029025
1949,0.576423731029025
1950,0.576423731029025
1951,0.576423731029025
1952,0.576423731029025
1953,0.576423731029025
1954,0.576423731029025
1955,0.576423731029025
1956,0.576423731029025
1957,0.576423731029025
1958,0.576423731029025
1959,0.576423731029025
1960,0.576423731029025
1961,0.576423731029025
1962,0.576423731029025
1963,0.576423731029025
1964,0.576423731029025
1965,0.576423731029025
1966,0.576423731029025
1967,0.576423731029025
1968,0.576423731029025
1969,0.576423731029025
1970,0.576423731029025
1971,0.576423731029025
1972,0.576423731029025
1973,0.576423731029025
1974,0.576423731029025
1975,0.576423731029025
1976,0.576423731029025
1977,0.576423731029025
1978,0.576423731029025
1979,0.576423731029025
1980,0.576423731029025
1981,0.576423731029025
1982,0.576423731029025
1983,0.576423731029025
1984,0.576423731029025
1985,0.576423731029025
1986,0.576423731029025
1987,0.576423731029025
1988,0.576423731029025
1989,0.576423731029025
1990,0.576423731029025
1991,0.576423731029025
1992,0.576423731029025
1993,0.576423731029025
1994,0.576423731029025
1995,0.576423731029025
1996,0.576423731029025
1997,0.576423731029025
1998,0.576423731029025
1999,0.576423731029025
2000,0.576423731029025
2001,0.576423731029025
2002,0.576423731029025
2003,0.576423731029025
2004,0.576423731029025
2005,0.576423731029025
2006,0.576423731029025
2007,0.576423731029025
2008,0.576423731029025
2009,0.576423731029025
2010,0.576423731029025
2011,0.576423731029025
2012,0.576423731029025
2013,0.576423731029025
2014,0.576423731029025
2015,0.576423731029025
2016,0.576423731029025
2017,0.576423731029025
2018,0.576423731029025
2019,0.576423731029025
2020,0.576423731029025
2021,0.576423731029025
2022,0.576423731029025
2023,0.576423731029025
2024,0.576423731029025
2025,0.576423731029025
2026,0.576423731029025
2027,0.576423731029025
2028,0.576423731029025
2029,0.576423731029025
2030,0.576423731029025
2031,0.576423731029025
2032,0.576423731029025
2033,0.576423731029025
2034,0.576423731029025
2035,0.576423731029025
2036,0.576423731029025
2037,0.576423731029025
2038,0.576423731029025
2039,0.576423731029025
2040,0.576423731029025
2041,0.576423731029025
2042,0.576423731029025
2043,0.576423731029025
2044,0.576423731029025
2045,0.576423731029025
2046,0.576423731029025
2047,0.576423731029025
2048,0.576423731029025
2049,0.576423731029025
2050,0.576423731029025
2051,0.576423731029025
2052,0.576423731029025
2053,0.576423731029025
2054,0.576423731029025
2055,0.576423731029025
2056,0.576423731029025
2057,0.576423731029025
2058,0.576423731029025
2059,0.576423731029025
2060,0.576423731029025
2061,0.576423731029025
2062,0.576423731029025
2063,0.576423731029025
2064,0.576423731029025
2065,0.576423731029025
2066,0.576423731029025
2067,0.576423731029025
2068,0.576423731029025
2069,0.576423731029025
2070,0.576423731029025
2071,0.576423731029025
2072,0.576423731029025
2073,0.576423731029025
2074,0.576423731029025
2075,0.576423731029025
2076,0.576423731029025
