"time","anomaly"
1712,0.35896971092415
1713,0.37470894297043
1714,0.388514044795765
1715,0.400622693797665
1716,0.411243360164799
1717,0.420558896032119
1718,0.428729683579298
1719,0.43589639627216
1720,0.442182420786378
1721,0.447695981310815
1722,0.45253200280387
1723,0.456773745281827
1724,0.460494237276154
1725,0.463757533139066
1726,0.466619815843915
1727,0.469130364266936
1728,0.471332401603657
1729,0.473263839526883
1730,0.474957930898115
1731,0.476443842269936
1732,0.477747156035886
1733,0.4788903108732
1734,0.479892988061314
1735,0.480772450327271
1736,0.48154383905179
1737,0.482220434952885
1738,0.482813886735142
1739,0.48333441164121
1740,0.483790971358341
1741,0.48419142630848
1742,0.484542670978289
1743,0.484850752618998
1744,0.485120975359726
1745,0.485357991526735
1746,0.485565881740831
1747,0.485748225171924
1748,0.485908161160288
1749,0.486048443265439
1750,0.486171486673159
1751,0.486279409776873
1752,0.486374070649253
1753,0.486457099031974
1754,0.486529924394386
1755,0.486593800544163
1756,0.486649827213653
1757,0.486698968993568
1758,0.486742071939989
1759,0.486779878140607
1760,0.486813038490973
1761,0.486842123900734
1762,0.486867635122767
1763,0.486890011374469
1764,0.486909637899595
1765,0.486926852600861
1766,0.486941951857495
1767,0.486955195627883
1768,0.486966811925185
1769,0.486977000742951
1770,0.486985937498335
1771,0.486993776052192
1772,0.487000651358042
1773,0.487006681785516
1774,0.48701197115828
1775,0.487016610541536
1776,0.487020679809849
1777,0.487024249022328
1778,0.4870273796288
1779,0.487030125527773
1780,0.487032533994388
1781,0.487034646494335
1782,0.487036499397754
1783,0.487038124605407
1784,0.487039550097901
1785,0.487040800417419
1786,0.487041897090256
1787,0.487042858997427
1788,0.487043702699739
1789,0.487044442722904
1790,0.487045091807631
1791,0.487045661128977
1792,0.487046160488737
1793,0.487046598484207
1794,0.487046982656195
1795,0.487047319618849
1796,0.487047615173533
1797,0.487047874408704
1798,0.487048101787519
1799,0.487048301224676
1800,0.487048476153812
1801,0.487048629586618
1802,0.48704876416469
1803,0.48704888220501
1804,0.487048985739836
1805,0.487049076551687
1806,0.48704915620404
1807,0.487049226068238
1808,0.48704928734711
1809,0.48704934109567
1810,0.487049388239288
1811,0.487049429589619
1812,0.487049465858576
1813,0.487049497670588
1814,0.487049525573351
1815,0.487049550047257
1816,0.487049571513665
1817,0.487049590342153
