"time","anomaly"
1469,0.0926579037031416
1470,0.0325567896611662
1471,-0.00566113277947592
1472,-0.0201912515640779
1473,-0.0270076297766121
1474,-0.0299195681212589
1475,-0.0312147582033106
1476,-0.0317807602313143
1477,-0.0320300104665659
1478,-0.0321394061113437
1479,-0.0321874897401745
1480,-0.0322086109490227
1481,-0.0322178912140344
1482,-0.032221968298235
1483,-0.032223759571181
1484,-0.0322245465516026
1485,-0.0322248923081499
1486,-0.03222504421418
1487,-0.0322251109532939
1488,-0.0322251402747477
1489,-0.032225153156968
1490,-0.0322251588167
1491,-0.0322251613032721
1492,-0.0322251623957338
1493,-0.0322251628757009
1494,-0.0322251630865717
1495,-0.0322251631792167
1496,-0.0322251632199197
1497,-0.0322251632378024
1498,-0.032225163245659
1499,-0.0322251632491108
1500,-0.0322251632506273
1501,-0.0322251632512936
1502,-0.0322251632515863
1503,-0.0322251632517149
1504,-0.0322251632517714
1505,-0.0322251632517962
1506,-0.0322251632518071
1507,-0.0322251632518119
1508,-0.032225163251814
1509,-0.032225163251815
1510,-0.0322251632518154
1511,-0.0322251632518156
1512,-0.0322251632518156
1513,-0.0322251632518157
1514,-0.0322251632518157
1515,-0.0322251632518157
1516,-0.0322251632518157
1517,-0.0322251632518157
1518,-0.0322251632518157
1519,-0.0322251632518157
1520,-0.0322251632518157
1521,-0.0322251632518157
1522,-0.0322251632518157
1523,-0.0322251632518157
1524,-0.0322251632518157
1525,-0.0322251632518157
1526,-0.0322251632518157
1527,-0.0322251632518157
1528,-0.0322251632518157
1529,-0.0322251632518157
1530,-0.0322251632518157
1531,-0.0322251632518157
1532,-0.0322251632518157
1533,-0.0322251632518157
1534,-0.0322251632518157
1535,-0.0322251632518157
1536,-0.0322251632518157
1537,-0.0322251632518157
1538,-0.0322251632518157
1539,-0.0322251632518157
1540,-0.0322251632518157
1541,-0.0322251632518157
1542,-0.0322251632518157
1543,-0.0322251632518157
1544,-0.0322251632518157
1545,-0.0322251632518157
1546,-0.0322251632518157
1547,-0.0322251632518157
1548,-0.0322251632518157
1549,-0.0322251632518157
1550,-0.0322251632518157
1551,-0.0322251632518157
1552,-0.0322251632518157
1553,-0.0322251632518157
1554,-0.0322251632518157
1555,-0.0322251632518157
1556,-0.0322251632518157
1557,-0.0322251632518157
1558,-0.0322251632518157
1559,-0.0322251632518157
1560,-0.0322251632518157
1561,-0.0322251632518157
1562,-0.0322251632518157
1563,-0.0322251632518157
1564,-0.0322251632518157
1565,-0.0322251632518157
1566,-0.0322251632518157
1567,-0.0322251632518157
1568,-0.0322251632518157
1569,-0.0322251632518157
1570,-0.0322251632518157
1571,-0.0322251632518157
1572,-0.0322251632518157
1573,-0.0322251632518157
1574,-0.0322251632518157
1575,-0.0322251632518157
1576,-0.0322251632518157
1577,-0.0322251632518157
1578,-0.0322251632518157
1579,-0.0322251632518157
1580,-0.0322251632518157
1581,-0.0322251632518157
1582,-0.0322251632518157
1583,-0.0322251632518157
1584,-0.0322251632518157
1585,-0.0322251632518157
1586,-0.0322251632518157
1587,-0.0322251632518157
1588,-0.0322251632518157
1589,-0.0322251632518157
1590,-0.0322251632518157
1591,-0.0322251632518157
